t,crowd_count,near_center_fraction_5m,outward_fraction,mean_outward_speed_mps,net_radial_flow_mps,y,outward_fraction_lag1,outward_fraction_lag2,outward_fraction_lag3,mean_outward_speed_mps_lag1,mean_outward_speed_mps_lag2,mean_outward_speed_mps_lag3,crowd_count_lag1,crowd_count_lag2,crowd_count_lag3,net_radial_flow_mps_lag1,net_radial_flow_mps_lag2,net_radial_flow_mps_lag3,near_center_fraction_5m_lag1,near_center_fraction_5m_lag2,near_center_fraction_5m_lag3
5525.0,47.0,0.10638297872340426,0.3617021276595745,2.2825994029822056,0.5831487988223726,0,0.4,0.425531914893617,0.3541666666666667,2.272862784038674,2.2700154355333995,2.2565002802955445,45.0,47.0,48.0,0.6446627023460595,0.5977987602522336,0.38719897073395115,0.1111111111111111,0.14893617021276595,0.125
5527.0,44.0,0.11363636363636363,0.3181818181818182,2.247493479383421,0.3500269143467202,0,0.3617021276595745,0.4,0.425531914893617,2.2825994029822056,2.272862784038674,2.2700154355333995,47.0,45.0,47.0,0.5831487988223726,0.6446627023460595,0.5977987602522336,0.10638297872340426,0.1111111111111111,0.14893617021276595
5530.0,43.0,0.046511627906976744,0.23255813953488372,2.2633353799067355,0.05855559670266135,0,0.3181818181818182,0.3617021276595745,0.4,2.247493479383421,2.2825994029822056,2.272862784038674,44.0,47.0,45.0,0.3500269143467202,0.5831487988223726,0.6446627023460595,0.11363636363636363,0.10638297872340426,0.1111111111111111
5532.0,45.0,0.06666666666666667,0.15555555555555556,2.272154290974758,-0.30049548103907886,0,0.23255813953488372,0.3181818181818182,0.3617021276595745,2.2633353799067355,2.247493479383421,2.2825994029822056,43.0,44.0,47.0,0.05855559670266135,0.3500269143467202,0.5831487988223726,0.046511627906976744,0.11363636363636363,0.10638297872340426
5535.0,50.0,0.18,0.18,2.312551628876686,-0.2216509528209057,0,0.15555555555555556,0.23255813953488372,0.3181818181818182,2.272154290974758,2.2633353799067355,2.247493479383421,45.0,43.0,44.0,-0.30049548103907886,0.05855559670266135,0.3500269143467202,0.06666666666666667,0.046511627906976744,0.11363636363636363
5537.0,47.0,0.1276595744680851,0.2765957446808511,2.3030263728325426,-0.04715334253709,0,0.18,0.15555555555555556,0.23255813953488372,2.312551628876686,2.272154290974758,2.2633353799067355,50.0,45.0,43.0,-0.2216509528209057,-0.30049548103907886,0.05855559670266135,0.18,0.06666666666666667,0.046511627906976744
5540.0,46.0,0.06521739130434782,0.21739130434782608,2.295598899488265,-0.08065472721341486,0,0.2765957446808511,0.18,0.15555555555555556,2.3030263728325426,2.312551628876686,2.272154290974758,47.0,50.0,45.0,-0.04715334253709,-0.2216509528209057,-0.30049548103907886,0.1276595744680851,0.18,0.06666666666666667
5542.0,49.0,0.1836734693877551,0.2653061224489796,2.2846479378584137,0.10751746485600192,0,0.21739130434782608,0.2765957446808511,0.18,2.295598899488265,2.3030263728325426,2.312551628876686,46.0,47.0,50.0,-0.08065472721341486,-0.04715334253709,-0.2216509528209057,0.06521739130434782,0.1276595744680851,0.18
5545.0,48.0,0.14583333333333334,0.3541666666666667,2.241736519988958,0.40778798683759127,0,0.2653061224489796,0.21739130434782608,0.2765957446808511,2.2846479378584137,2.295598899488265,2.3030263728325426,49.0,46.0,47.0,0.10751746485600192,-0.08065472721341486,-0.04715334253709,0.1836734693877551,0.06521739130434782,0.1276595744680851
5547.0,46.0,0.08695652173913043,0.32608695652173914,2.2346544897967893,0.4023720532948576,0,0.3541666666666667,0.2653061224489796,0.21739130434782608,2.241736519988958,2.2846479378584137,2.295598899488265,48.0,49.0,46.0,0.40778798683759127,0.10751746485600192,-0.08065472721341486,0.14583333333333334,0.1836734693877551,0.06521739130434782
5550.0,48.0,0.0625,0.3125,2.215333479145274,0.45584542862075383,0,0.32608695652173914,0.3541666666666667,0.2653061224489796,2.2346544897967893,2.241736519988958,2.2846479378584137,46.0,48.0,49.0,0.4023720532948576,0.40778798683759127,0.10751746485600192,0.08695652173913043,0.14583333333333334,0.1836734693877551
5552.0,47.0,0.02127659574468085,0.2765957446808511,2.235638702380716,0.20799241939145605,0,0.3125,0.32608695652173914,0.3541666666666667,2.215333479145274,2.2346544897967893,2.241736519988958,48.0,46.0,48.0,0.45584542862075383,0.4023720532948576,0.40778798683759127,0.0625,0.08695652173913043,0.14583333333333334
5555.0,47.0,0.10638297872340426,0.2553191489361702,2.2250640288704706,0.11991114766388697,0,0.2765957446808511,0.3125,0.32608695652173914,2.235638702380716,2.215333479145274,2.2346544897967893,47.0,48.0,46.0,0.20799241939145605,0.45584542862075383,0.4023720532948576,0.02127659574468085,0.0625,0.08695652173913043
5557.0,45.0,0.13333333333333333,0.2,2.2213920983459747,-0.08516722778350422,0,0.2553191489361702,0.2765957446808511,0.3125,2.2250640288704706,2.235638702380716,2.215333479145274,47.0,47.0,48.0,0.11991114766388697,0.20799241939145605,0.45584542862075383,0.10638297872340426,0.02127659574468085,0.0625
5560.0,44.0,0.18181818181818182,0.09090909090909091,2.2106155184849285,-0.19737495391126092,0,0.2,0.2553191489361702,0.2765957446808511,2.2213920983459747,2.2250640288704706,2.235638702380716,45.0,47.0,47.0,-0.08516722778350422,0.11991114766388697,0.20799241939145605,0.13333333333333333,0.10638297872340426,0.02127659574468085
5562.0,49.0,0.1836734693877551,0.20408163265306123,2.249798008023538,-0.01583657154978063,0,0.09090909090909091,0.2,0.2553191489361702,2.2106155184849285,2.2213920983459747,2.2250640288704706,44.0,45.0,47.0,-0.19737495391126092,-0.08516722778350422,0.11991114766388697,0.18181818181818182,0.13333333333333333,0.10638297872340426
5565.0,48.0,0.14583333333333334,0.22916666666666666,2.287662422270474,0.0008858521475693937,0,0.20408163265306123,0.09090909090909091,0.2,2.249798008023538,2.2106155184849285,2.2213920983459747,49.0,44.0,45.0,-0.01583657154978063,-0.19737495391126092,-0.08516722778350422,0.1836734693877551,0.18181818181818182,0.13333333333333333
5567.0,48.0,0.14583333333333334,0.22916666666666666,2.300484331078442,0.14141104076816266,0,0.22916666666666666,0.20408163265306123,0.09090909090909091,2.287662422270474,2.249798008023538,2.2106155184849285,48.0,49.0,44.0,0.0008858521475693937,-0.01583657154978063,-0.19737495391126092,0.14583333333333334,0.1836734693877551,0.18181818181818182
5570.0,47.0,0.19148936170212766,0.23404255319148937,2.273680620662454,0.11256824452733552,0,0.22916666666666666,0.22916666666666666,0.20408163265306123,2.300484331078442,2.287662422270474,2.249798008023538,48.0,48.0,49.0,0.14141104076816266,0.0008858521475693937,-0.01583657154978063,0.14583333333333334,0.14583333333333334,0.1836734693877551
5572.0,49.0,0.10204081632653061,0.32653061224489793,2.2714753842433213,0.5578986063521763,0,0.23404255319148937,0.22916666666666666,0.22916666666666666,2.273680620662454,2.300484331078442,2.287662422270474,47.0,48.0,48.0,0.11256824452733552,0.14141104076816266,0.0008858521475693937,0.19148936170212766,0.14583333333333334,0.14583333333333334
5575.0,46.0,0.06521739130434782,0.34782608695652173,2.3078884126155437,0.5417761300179474,0,0.32653061224489793,0.23404255319148937,0.22916666666666666,2.2714753842433213,2.273680620662454,2.300484331078442,49.0,47.0,48.0,0.5578986063521763,0.11256824452733552,0.14141104076816266,0.10204081632653061,0.19148936170212766,0.14583333333333334
