t,crowd_count,near_center_fraction_5m,outward_fraction,mean_outward_speed_mps,net_radial_flow_mps,y,outward_fraction_lag1,outward_fraction_lag2,outward_fraction_lag3,mean_outward_speed_mps_lag1,mean_outward_speed_mps_lag2,mean_outward_speed_mps_lag3,crowd_count_lag1,crowd_count_lag2,crowd_count_lag3,net_radial_flow_mps_lag1,net_radial_flow_mps_lag2,net_radial_flow_mps_lag3,near_center_fraction_5m_lag1,near_center_fraction_5m_lag2,near_center_fraction_5m_lag3
32.0,50.0,0.18,0.04,2.12842982287666,-0.5693776315825716,0,0.0,0.10869565217391304,0.21428571428571427,0.0,2.1345775873658255,2.181620331013174,45.0,46.0,42.0,-0.6383005016941699,-0.080598008393538,0.4937276147251913,0.06666666666666667,0.043478260869565216,0.21428571428571427
35.0,49.0,0.22448979591836735,0.20408163265306123,2.292781761140638,-0.061478849576410026,0,0.04,0.0,0.10869565217391304,2.12842982287666,0.0,2.1345775873658255,50.0,45.0,46.0,-0.5693776315825716,-0.6383005016941699,-0.080598008393538,0.18,0.06666666666666667,0.043478260869565216
37.0,50.0,0.14,0.34,2.3098779035880193,0.46565837626606005,0,0.20408163265306123,0.04,0.0,2.292781761140638,2.12842982287666,0.0,49.0,50.0,45.0,-0.061478849576410026,-0.5693776315825716,-0.6383005016941699,0.22448979591836735,0.18,0.06666666666666667
40.0,49.0,0.12244897959183673,0.46938775510204084,2.3217826243847073,0.9620595340713665,0,0.34,0.20408163265306123,0.04,2.3098779035880193,2.292781761140638,2.12842982287666,50.0,49.0,50.0,0.46565837626606005,-0.061478849576410026,-0.5693776315825716,0.14,0.22448979591836735,0.18
42.0,45.0,0.1111111111111111,0.5333333333333333,2.3404258302984404,1.1791257056698567,0,0.46938775510204084,0.34,0.20408163265306123,2.3217826243847073,2.3098779035880193,2.292781761140638,49.0,50.0,49.0,0.9620595340713665,0.46565837626606005,-0.061478849576410026,0.12244897959183673,0.14,0.22448979591836735
45.0,47.0,0.0851063829787234,0.48936170212765956,2.3360958437184993,1.1600222320478542,0,0.5333333333333333,0.46938775510204084,0.34,2.3404258302984404,2.3217826243847073,2.3098779035880193,45.0,49.0,50.0,1.1791257056698567,0.9620595340713665,0.46565837626606005,0.1111111111111111,0.12244897959183673,0.14
47.0,40.0,0.125,0.375,2.331321531277337,0.7632821468860707,0,0.48936170212765956,0.5333333333333333,0.46938775510204084,2.3360958437184993,2.3404258302984404,2.3217826243847073,47.0,45.0,49.0,1.1600222320478542,1.1791257056698567,0.9620595340713665,0.0851063829787234,0.1111111111111111,0.12244897959183673
50.0,39.0,0.10256410256410256,0.2564102564102564,2.2301752309227387,0.275600405157915,0,0.375,0.48936170212765956,0.5333333333333333,2.331321531277337,2.3360958437184993,2.3404258302984404,40.0,47.0,45.0,0.7632821468860707,1.1600222320478542,1.1791257056698567,0.125,0.0851063829787234,0.1111111111111111
52.0,44.0,0.09090909090909091,0.13636363636363635,2.28326084698395,-0.404839789423257,0,0.2564102564102564,0.375,0.48936170212765956,2.2301752309227387,2.331321531277337,2.3360958437184993,39.0,40.0,47.0,0.275600405157915,0.7632821468860707,1.1600222320478542,0.10256410256410256,0.125,0.0851063829787234
55.0,48.0,0.125,0.10416666666666667,2.206679909182298,-0.7185645666664238,0,0.13636363636363635,0.2564102564102564,0.375,2.28326084698395,2.2301752309227387,2.331321531277337,44.0,39.0,40.0,-0.404839789423257,0.275600405157915,0.7632821468860707,0.09090909090909091,0.10256410256410256,0.125
57.0,48.0,0.22916666666666666,0.125,2.228536292477003,-0.688403074138972,0,0.10416666666666667,0.13636363636363635,0.2564102564102564,2.206679909182298,2.28326084698395,2.2301752309227387,48.0,44.0,39.0,-0.7185645666664238,-0.404839789423257,0.275600405157915,0.125,0.09090909090909091,0.10256410256410256
60.0,48.0,0.22916666666666666,0.25,2.3152087389008282,-0.18171475837361817,0,0.125,0.10416666666666667,0.13636363636363635,2.228536292477003,2.206679909182298,2.28326084698395,48.0,48.0,44.0,-0.688403074138972,-0.7185645666664238,-0.404839789423257,0.22916666666666666,0.125,0.09090909090909091
62.0,49.0,0.16326530612244897,0.2653061224489796,2.3475248952934966,0.039394508832009026,0,0.25,0.125,0.10416666666666667,2.3152087389008282,2.228536292477003,2.206679909182298,48.0,48.0,48.0,-0.18171475837361817,-0.688403074138972,-0.7185645666664238,0.22916666666666666,0.22916666666666666,0.125
65.0,50.0,0.18,0.36,2.374344438136943,0.44908287521261114,0,0.2653061224489796,0.25,0.125,2.3475248952934966,2.3152087389008282,2.228536292477003,49.0,48.0,48.0,0.039394508832009026,-0.18171475837361817,-0.688403074138972,0.16326530612244897,0.22916666666666666,0.22916666666666666
67.0,48.0,0.08333333333333333,0.3541666666666667,2.349847843169938,0.5100274266052277,0,0.36,0.2653061224489796,0.25,2.374344438136943,2.3475248952934966,2.3152087389008282,50.0,49.0,48.0,0.44908287521261114,0.039394508832009026,-0.18171475837361817,0.18,0.16326530612244897,0.22916666666666666
70.0,44.0,0.1590909090909091,0.4090909090909091,2.2910102475057013,0.5995008680877973,0,0.3541666666666667,0.36,0.2653061224489796,2.349847843169938,2.374344438136943,2.3475248952934966,48.0,50.0,49.0,0.5100274266052277,0.44908287521261114,0.039394508832009026,0.08333333333333333,0.18,0.16326530612244897
72.0,43.0,0.20930232558139536,0.37209302325581395,2.3078425326889396,0.533769381270309,0,0.4090909090909091,0.3541666666666667,0.36,2.2910102475057013,2.349847843169938,2.374344438136943,44.0,48.0,50.0,0.5995008680877973,0.5100274266052277,0.44908287521261114,0.1590909090909091,0.08333333333333333,0.18
75.0,46.0,0.17391304347826086,0.2826086956521739,2.3021367234574854,0.2524182164733267,0,0.37209302325581395,0.4090909090909091,0.3541666666666667,2.3078425326889396,2.2910102475057013,2.349847843169938,43.0,44.0,48.0,0.533769381270309,0.5995008680877973,0.5100274266052277,0.20930232558139536,0.1590909090909091,0.08333333333333333
